,Actual,Gru_predicted,cNN_1Fea_predicted,cNN_LSTM_1fea_predicted,cNN_biLSTM_1fea-Copy1_predicted,biLSTM_predicted,vANILLA_LSTM_predicted,sEQ2SEQ_predicted,gRU_biLSTM_1fea_predicted,sTACKED_LSTM_predicted
20,32.04,46.11393755855118,41.51662954341197,65.35427747493313,55.03827657922538,41.93541749491067,41.56384978568994,41.58770903814588,40.440959378489055,64.76150983323772
21,29.36,45.64363857072557,40.65579302004398,65.35470046047847,54.56290893410219,47.05121975768171,45.0287036187556,44.72327937803202,39.70165950694179,63.25338713292758
22,43.17,45.64840611966884,39.9531817676203,65.35506609205156,55.03562037338556,47.14547025720456,45.38786136223077,45.12057034380682,38.860197872324456,61.39565612552186
23,38.17,45.94767914686862,39.26359703614387,65.35475064520418,55.47000502071296,47.95061248889467,46.25978870998258,45.981715144775656,38.366781649058886,59.637857245514994
24,39.99,46.28650490718122,38.552278733808,65.35477215294378,55.66882256551711,47.94906751626719,46.5074109005481,46.235151594278,38.02782684230873,57.93872072524994
25,39.13,46.49877195847797,37.86211329336254,65.35467895273887,55.71932990732965,47.46692493317198,46.31808185352804,46.05969145467261,37.75752474034165,56.33301024115665
26,38.12,46.47946876219262,37.1187556282786,65.3545929217805,55.44161480444928,46.6634889821563,45.649761107263245,45.42340648653263,37.52921291530801,54.880614094133776
27,36.53,46.62409038784392,36.36802439313728,65.354707629725,55.11682642884484,47.95029345742403,46.84030052473284,46.55259149218793,37.40004101593152,53.51061409749436
28,41.09,47.30536954721392,35.7576777589473,65.35507326129809,55.36122962771783,50.69025043522368,49.53920281227138,49.35038278175503,37.52642407840736,52.25832954427453
29,46.67,49.816132882656575,35.57508421904333,65.3559264016353,57.4421321103943,60.43079025036241,58.85584300313464,59.84303749661561,38.501792899735065,51.158011509777225
30,68.75484,53.376739172393386,35.87445044644802,65.35657163382312,61.17768235398625,65.30133258929996,64.84849430140117,66.56003720278852,40.12123249093566,50.38923169649353
31,68.75484,55.505682776075645,36.00920360424908,65.35534569266628,63.09337671959699,58.746580101375386,60.6125163114361,61.6022307950728,41.329379577885966,49.95786171733251
